"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schcat","fieldAliases__school_cat","fieldAliases__schtype","fieldAliases__school_typ","fieldAliases__schmgt","fieldAliases__management","fieldAliases__rururb","fieldAliases__location","fieldAliases__pincode","fieldAliases__dtname","fieldAliases__udise_stco","fieldAliases__stname","fieldAliases__vilname","fieldAliases__longitude","fieldAliases__latitude","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__schcd","features__attributes__schname","features__attributes__schcat","features__attributes__school_cat","features__attributes__schtype","features__attributes__school_typ","features__attributes__schmgt","features__attributes__management","features__attributes__rururb","features__attributes__location","features__attributes__pincode","features__attributes__dtname","features__attributes__udise_stco","features__attributes__stname","features__attributes__vilname","features__attributes__longitude","features__attributes__latitude","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__geometry__x","features__geometry__y"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417650","3160713301","S.A JAIN PUBLIC MIDDLE SCHOOL BANNS BAZAR","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.874093000000002","30.535139000000001","03","053","00269","Malerkotla","110499","-46738"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417660","3160703406","PANORMA PUBLIC SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.875626999999994","30.535357999999999","03","053","00269","Malerkotla","110501","-46738"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417753","3160703801","S.S.JAIN GIRLS HIGH SCHOOL AIDED","6","Secondary (1-10)","3","Co-Ed","4","Government Aided","2"," ","148023","Sangrur","03","PUNJAB"," ","75.874339000000006","30.538943","03","053","00269","Malerkotla","110499","-46744"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418415","3160109101","GPS DULMAN KHURD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.875286000000003","30.561554000000001","03","053","00269","Malerkotla","110500","-46782"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419132","3160108203","GURU NANAK PUBLIC HIGH SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148019","Sangrur","03","PUNJAB"," ","75.874645000000001","30.587499999999999","03","053","00269","Malerkotla","110500","-46826"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421427","3160100501","GPS MOMNABAD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.874421999999996","30.671762000000001","03","053","00269","Malerkotla","110499","-46969"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422246","3090103003","PARMESHWAR PUBLIC SEN.SEC. SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141117","Ludhiana","03","PUNJAB"," ","75.874134999999995","30.698091000000002","03","041","00226","Payal","110499","-47013"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416560","3160706102","GMS RATOLAN","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148028","Sangrur","03","PUNJAB"," ","75.878029999999995","30.497630000000001","03","053","00269","Malerkotla","110504","-46674"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417137","3160703903","GSSS MALERKOTLA (GIRLS)","5","Higher Secondary  (6-12)","2","Girls","1","Department of Education","2"," ","148023","Sangrur","03","PUNJAB"," ","75.876660999999999","30.517374","03","053","00269","Malerkotla","110503","-46708"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417155","3160702201","GPS NAWABGANJ MALERKOTLA","1","Primary","3","Co-Ed","1","Department of Education","2"," ","148023","Sangrur","03","PUNJAB"," ","75.876520999999997","30.518097000000001","03","053","00269","Malerkotla","110502","-46709"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417403","3160703803","S.A JAIN SEN SEC SCHOOL MALERKOTLA","11","Higher Secondary/ Jr. College (11-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.878469999999993","30.526045","03","053","00269","Malerkotla","110505","-46722"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417485","3160701801","CITY SCHOOL","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.877301000000003","30.528666999999999","03","053","00269","Malerkotla","110503","-46727"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417566","3160703301","GPS LOHA BAZAR MALERKOTLA","1","Primary","3","Co-Ed","1","Department of Education","2"," ","148023","Sangrur","03","PUNJAB"," ","75.877471","30.532066","03","053","00269","Malerkotla","110504","-46732"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417593","3160704401","SHIV SHAKTI MODEL SCHOOL DHURI ROAD","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.878202000000002","30.533287999999999","03","053","00269","Malerkotla","110505","-46735"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417632","3160708501","GPS MALER","1","Primary","3","Co-Ed","1","Department of Education","2"," ","148023","Sangrur","03","PUNJAB"," ","75.877275999999995","30.534573999999999","03","053","00269","Malerkotla","110503","-46737"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417671","3160707703","TAMEER E SEERAT HIGH SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.876667999999995","30.535655999999999","03","053","00269","Malerkotla","110503","-46739"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417721","3160703402","NATIONAL PUBLIC SCHOOL NISHAT COLONY","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.878331000000003","30.537649999999999","03","053","00269","Malerkotla","110505","-46742"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417729","3160703907","K.M.R.D JAIN COLLEGIATE GIRLS SCHOOL","11","Higher Secondary/ Jr. College (11-12)","2","Girls","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.878073000000001","30.537945000000001","03","053","00269","Malerkotla","110505","-46742"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417734","3160704001","ISLAMIA KAMBOJ SEN. SEC. SCHOOL AIDED","3","Higher Secondary (1-12)","3","Co-Ed","4","Government Aided","2"," ","148023","Sangrur","03","PUNJAB"," ","75.879059999999996","30.538204","03","053","00269","Malerkotla","110506","-46743"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417735","3160704101","JAMIA TAHZEEBUL ISLAM USMANIA","2","Upper Primary","3","Co-Ed","98","Madarsa Unrecognized","2"," ","148023","Sangrur","03","PUNJAB"," ","75.879059999999996","30.538204","03","053","00269","Malerkotla","110506","-46743"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417758","3160703802","S.A JAIN HIGH SCHOOL AIDED","6","Secondary (1-10)","3","Co-Ed","4","Government Aided","2"," ","148023","Sangrur","03","PUNJAB"," ","75.877773000000005","30.539165000000001","03","053","00269","Malerkotla","110504","-46744"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417762","3160703401","ISLAMIA SEN.SEC. SCHOOL AIDED","3","Higher Secondary (1-12)","3","Co-Ed","4","Government Aided","2"," ","148023","Sangrur","03","PUNJAB"," ","75.878501999999997","30.539313","03","053","00269","Malerkotla","110505","-46745"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417867","3160703410","S.S. JAIN MODEL SR.SEC.SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.876271000000003","30.542528000000001","03","053","00269","Malerkotla","110502","-46750"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419137","3160108201","GPS BHOGIWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.879080000000002","30.587693000000002","03","053","00269","Malerkotla","110506","-46827"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419413","3160106002","The Town School","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148019","Sangrur","03","PUNJAB"," ","75.878770000000003","30.597961000000002","03","053","00269","Malerkotla","110506","-46844"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421785","3090104002","GMS KULAHAR","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141117","Ludhiana","03","PUNJAB"," ","75.876399000000006","30.683408","03","041","00226","Payal","110502","-46989"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421794","3090104001","GPS KULAHAR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141117","Ludhiana","03","PUNJAB"," ","75.876774999999995","30.683685000000001","03","041","00226","Payal","110503","-46989"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417905","3160109501","GPS MAN MAJRA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.841728000000003","30.544218999999998","03","053","00269","Malerkotla","110452","-46753"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418347","3160106801","GPS IMMAMGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.839931000000007","30.559670000000001","03","053","00269","Malerkotla","110449","-46779"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418362","3160106802","GHS IMMAMGARH","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.840047999999996","30.559740000000001","03","053","00269","Malerkotla","110449","-46779"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419194","3160104602","GMS JITWAL KHURD","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.842135999999996","30.589782","03","053","00269","Malerkotla","110452","-46830"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419784","3160103001","GPS BEGOWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.840185000000005","30.610558999999999","03","053","00269","Malerkotla","110449","-46865"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420879","3160102802","GMS JANDALI KALAN","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.841679999999997","30.653372000000001","03","053","00269","Malerkotla","110452","-46938"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417547","3160107901","GPS BUKANWALA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.805357000000001","30.531298","03","053","00269","Malerkotla","110399","-46731"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418231","3160100602","GSSS CHAK SHEKHUPUR KALAN","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.805755000000005","30.556729000000001","03","053","00269","Malerkotla","110399","-46774"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417206","3160106101","GPS MEHBOOBPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.831357999999994","30.519826999999999","03","053","00269","Malerkotla","110437","-46712"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415432","3160705601","GPS SANGALA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.887259999999998","30.465274000000001","03","053","00269","Malerkotla","110518","-46620"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416485","3160706103","SARVHITKARI VIDYA MANDIR","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148028","Sangrur","03","PUNJAB"," ","75.887979999999999","30.495221999999998","03","053","00269","Malerkotla","110519","-46670"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416487","3160706101","GPS RATOLAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148028","Sangrur","03","PUNJAB"," ","75.887332999999998","30.495260999999999","03","053","00269","Malerkotla","110518","-46670"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416680","3160706104","DEEPAK MONTESSORI SCHOOL","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.886700000000005","30.501899999999999","03","053","00269","Malerkotla","110517","-46681"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417345","3160702208","TARA CONVENT SCHOOL TARA ESTATE ADAMPAL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.886140999999995","30.524674999999998","03","053","00269","Malerkotla","110516","-46720"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417668","3160702311","MALERKOTLA PLAY SCHOOL","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.886570000000006","30.53558","03","053","00269","Malerkotla","110517","-46738"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420814","3160101601","GPS UMARPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.886639000000002","30.650804999999998","03","053","00269","Malerkotla","110517","-46933"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415018","3200102001","GPS GURAM","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148025","Barnala","03","PUNJAB"," ","75.642087000000004","30.450579000000001","03","054","00275","Barnala","110161","-46595"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415030","3200102002","GHS GURAM","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148025","Barnala","03","PUNJAB"," ","75.642470000000003","30.450925000000002","03","054","00275","Barnala","110161","-46595"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416752","3200103601","GPS MANGEWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.642014000000003","30.504296","03","054","00275","Barnala","110161","-46686"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419573","3090902103","KHALSA MODREN SCHOOL","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.645375000000001","30.603086000000001","03","041","00229","Raikot","110166","-46853"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419682","3090902101","GPS JOHLAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.645079999999993","30.607216999999999","03","041","00229","Raikot","110165","-46860"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419703","3090902102","GHS JOHLAN","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.644623999999993","30.607868","03","041","00229","Raikot","110165","-46861"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420873","3090902801","GPS BR LAKHA SINGHWALA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.646828999999997","30.653085999999998","03","041","00229","Raikot","110168","-46937"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421957","3090903002","GSSS KARIR SAHIB LITTAR","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.647724999999994","30.689333000000001","03","041","00229","Raikot","110169","-46999"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422525","3090800903","KHALSA MODEL SCHOOL","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.643980999999997","30.707509999999999","03","041","00229","Raikot","110164","-47029"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422621","3090800901","GPS BURJ LITTAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.642114000000007","30.710912","03","041","00229","Raikot","110161","-47035"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422622","3090800902","GMS BURJ LITTAN","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.642189000000002","30.710930000000001","03","041","00229","Raikot","110161","-47035"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422943","3091200901","GPS HALWARA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.643615999999994","30.721971","03","041","00229","Raikot","110163","-47054"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423126","3091200906","GPS BRANCH HALWARA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.64331","30.727316999999999","03","041","00229","Raikot","110163","-47063"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415188","3161103001","GPS GOBINDPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148025","Sangrur","03","PUNJAB"," ","75.688992999999996","30.456364000000001","03","053","00270","Dhuri","110229","-46605"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416256","3161103302","GSSS TIBBA","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148025","Sangrur","03","PUNJAB"," ","75.688914999999994","30.488174999999998","03","053","00270","Dhuri","110229","-46658"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418083","3160110401","GPS BAPLA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.693551999999997","30.550967","03","053","00269","Malerkotla","110236","-46764"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422921","3090803102","GMS LEEL","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.689256","30.721131","03","041","00229","Raikot","110230","-47052"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422987","3090803101","GPS LEEL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.690898000000004","30.723058999999999","03","041","00229","Raikot","110232","-47056"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423681","3090804703","S.K.S.S PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141105","Ludhiana","03","PUNJAB"," ","75.692958000000004","30.747378000000001","03","041","00228","Ludhiana (West)","110235","-47097"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415036","3161102401","GPS KATRON","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148025","Sangrur","03","PUNJAB"," ","75.743244000000004","30.451097000000001","03","053","00270","Dhuri","110308","-46596"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417919","3160103502","GHS KHURD","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.739245999999994","30.544529000000001","03","053","00269","Malerkotla","110302","-46754"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418648","3160100701","GPS SANDAUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.738550000000004","30.570751000000001","03","053","00269","Malerkotla","110301","-46798"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423515","3090802104","GSSS GUJJARWAL","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","141202","Ludhiana","03","PUNJAB"," ","75.743070000000003","30.741209999999999","03","041","00227","Ludhiana (East)","110308","-47086"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416272","3160109302","GMS AHAN KHERI","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.832642000000007","30.488882","03","053","00269","Malerkotla","110438","-46659"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419533","3160103004","SANT BABA BHAGWAN SINGH JI SEN SEC PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148019","Sangrur","03","PUNJAB"," ","75.83287","30.602276","03","053","00269","Malerkotla","110439","-46851"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418131","3160106401","GPS DHADEWARI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.838037999999997","30.552966999999999","03","053","00269","Malerkotla","110446","-46768"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419677","3160103002","GMS BEGOWAL","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.837262999999993","30.607051999999999","03","053","00269","Malerkotla","110445","-46859"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421239","3160102801","GPS JANDALI KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.836731999999998","30.665519","03","053","00269","Malerkotla","110444","-46958"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416776","3160108303","HOLY HEART PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.854920000000007","30.504940000000001","03","053","00269","Malerkotla","110471","-46687"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421340","3160100503","Shanti Tara Girls Collegiate Public School, Akbarpur, Ahmedgarh","10","Higher Secondary (9-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148021","Sangrur","03","PUNJAB"," ","75.855647000000005","30.668666999999999","03","053","00269","Malerkotla","110472","-46964"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421568","3090102502","GHS JAGERA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141117","Ludhiana","03","PUNJAB"," ","75.855108999999999","30.676416","03","041","00226","Payal","110471","-46977"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421572","3090102501","GPS JAGERA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141117","Ludhiana","03","PUNJAB"," ","75.854983000000004","30.676618999999999","03","041","00226","Payal","110471","-46977"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415812","3160106201","GPS MUBARAKPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.816551000000004","30.476108","03","053","00269","Malerkotla","110415","-46638"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415814","3160106203","INDER PUBLIC Sen. Sec. School","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.816879999999998","30.476188","03","053","00269","Malerkotla","110415","-46638"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415957","3160106202","GHS MUBARAKPURA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.816933000000006","30.480328","03","053","00269","Malerkotla","110416","-46645"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416999","3160107401","GPS TAKHAR KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.819473000000002","30.512122999999999","03","053","00269","Malerkotla","110419","-46699"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417313","3160708003","IFLAH STAR PUBLIC SCHOOL","1","Primary","3","Co-Ed","8","Unrecognized","2"," ","0","Sangrur","03","PUNJAB"," ","75.814053000000001","30.523485000000001","03","053","00269","Malerkotla","110411","-46718"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417714","3160108601","GPS HAKIMPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.819169000000002","30.537226","03","053","00269","Malerkotla","110419","-46741"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418014","3160107001","GPS AKHTIARPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.819391999999993","30.547913000000001","03","053","00269","Malerkotla","110419","-46759"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418340","3160109701","GPS HUSSAINPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.814026999999996","30.559379","03","053","00269","Malerkotla","110411","-46779"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418341","3160109702","GMS HUSSAINPURA","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.814549999999997","30.559379","03","053","00269","Malerkotla","110412","-46779"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418343","3160109703","RAINBOW PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.815039999999996","30.559456000000001","03","053","00269","Malerkotla","110413","-46779"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418835","3160101801","GPS DHANNO","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.817891000000003","30.577693","03","053","00269","Malerkotla","110417","-46810"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419027","3160102601","GPS JATIWAL ARANYAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.816880999999995","30.584143999999998","03","053","00269","Malerkotla","110415","-46821"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419248","3160103201","GPS MANAK HERI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.819120999999996","30.591746000000001","03","053","00269","Malerkotla","110419","-46833"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421330","3160100203","VICTORIA GIRLS COLLEGE","11","Higher Secondary/ Jr. College (11-12)","2","Girls","5","Private Unaided (recognized)","1"," ","148021","Sangrur","03","PUNJAB"," ","75.819236000000004","30.668323999999998","03","053","00269","Malerkotla","110419","-46963"
